lfdn;Problem;Cause;tag;Rank;Source Id;Target Id;HumanRelated;Category;Discussion needed
985;Communication flaws within the project team;First time working together;Lack of teamwork skills;2;66;1;;;
985;Insufficient support by customer;We do not own client, but users;Missing customer involvement;4;81;6;;;
985;Moving targets (changing goals, business processes and / or requirements);"We have no fixed client; users dependence";Missing customer involvement;1;81;9;;;
985;Weak knowledge about customer's application domain;The domain is gastronomy (food and health), but none have knowledge about this topic;Missing domain knowledge;3;84;18;;;
987;Incomplete or hidden requirements;more time required;Lack of time;3;67;4;;;
987;Missing traceability;more time required;Lack of time;2;67;8;;;
987;Technically unfeasible requirements;more time required;Lack of time;4;67;11;;;
987;Underspecified requirements that are too abstract and allow for various interpretations;more time required;Poor requirements elicitation techniques;5;107;15;;;
987;Weak knowledge about customer's application domain;more time required;Lack of time;1;67;18;;;
990;Communication flaws within the project team;Numerous demand from other systems;High workload;1;42;1;;;
990;Incomplete or hidden requirements;Delay between the requirements gathering and enforcement;Poor project management;5;106;4;;;
990;Moving targets (changing goals, business processes and / or requirements);Lack of definition of key requirements;Incomplete requirements;3;45;9;;;
990;Terminological problems;Change of best practices during the project;Lack of change management at customer side;2;57;12;;;
990;Weak access to customer needs and / or (internal) business information;Prevent the request of other requirements;Missing customer involvement;4;81;17;;;
997;Insufficient support by customer;is a matrix organization, where those involved maintain their functional responsibilities;Missing customer involvement;4;81;6;;;
997;Stakeholders with difficulties in separating requirements from previously known solution designs;It is an evolution of an existing product;Thinking in legacy systems;2;121;10;;;
997;Time boxing / Not enough time in general;time to a demanding market;Lack of time;1;67;13;;;
997;Unclear / unmeasurable non-functional requirements;lack of knowledge of who are involved;Missing domain knowledge;3;84;14;;;
1006;Communication flaws between the project and the customer;The customer does not detail what he really wants;Customer does not know what he wants;2;34;0;;;
1006;Communication flaws within the project team;Lack of technical meetings;Too many meetings;5;123;1;;;
1006;Incomplete or hidden requirements;Report Templates;Missing requirements specification template;1;96;4;;;
1006;Moving targets (changing goals, business processes and / or requirements);requirements change as the project progresses;Volatile requirements;4;134;9;;;
1006;Weak access to customer needs and / or (internal) business information;Delay in required feedback;Workload of customer;3;138;17;;;
1010;Missing traceability;imporper use of tools;Missing tool support;2;99;8;;;
1010;Moving targets (changing goals, business processes and / or requirements);customer;Customer does not know what he wants;4;34;9;;;
1010;Time boxing / Not enough time in general;underestimation;Poor project management;1;106;13;;;
1010;Unclear / unmeasurable non-functional requirements;not reviewed by testers;Poor project management;5;106;14;;;
1010;Underspecified requirements that are too abstract and allow for various interpretations;not reviewed by testers;Missing project management;3;93;15;;;
1011;Gold plating (implementation of features without corresponding requirements);Individual wishes of employees on the customer side.;Conflicting stakeholder viewpoints;5;31;3;;;
1011;Incomplete or hidden requirements;Incomplete project preparation on the customer side.;Weak management at customer side;2;135;4;;;
1011;Inconsistent requirements;Many different views or expectations of the employees on the customer side.;Conflicting stakeholder viewpoints;3;31;5;;;
1011;Moving targets (changing goals, business processes and / or requirements);Incomplete project preparation on the customer side.;Weak management at customer side;1;135;9;;;
1011;Terminological problems;Strongly varying technical backgrounds between customer and project team.;Communication flaws between team and customer;4;22;12;;;
1012;Communication flaws within the project team;Testing gaps;Missing check of requirements;5;76;1;;;
1012;Inconsistent requirements;Incompatible changes are made and revoked due to compatibility issues.;Unexpected changes in requirements;2;131;5;;;
1012;Missing traceability;Requirements change during sprint but they are not documented.;Lack of requirements management;1;65;8;;;
1012;Time boxing / Not enough time in general;The goals are being comprimized during the project.;Poor project management;3;106;13;;;
1012;Weak relationship between customer and project lead;Features that are never used.;Missing concentration on business needs;4;80;19;;;
1014;Communication flaws within the project team;less communication;Communication flaws between team and customer;3;22;1;;;
1014;Incomplete or hidden requirements;incomplete documentation;Missing documentation;1;83;4;;;
1014;Time boxing / Not enough time in general;costs;Poor project management;2;106;13;;;
1014;Underspecified requirements that are too abstract and allow for various interpretations;bad documentation;Documentation overhead;5;37;15;;;
1014;Weak knowledge about customer's application domain;no special background information about his topic;Missing domain knowledge;4;84;18;;;
1017;Communication flaws within the project team;weak documentation or badly organized/accessible documentation;Missing documentation;1;83;1;;;
1017;Insufficient support by customer;single point of contact with the customer not keeping up with the project after it begins;Missing customer involvement;3;81;6;;;
1017;Stakeholders with difficulties in separating requirements from previously known solution designs;human nature;Missing customer involvement;4;81;10;;;
1017;Terminological problems;different teams using the same thing for different things;Unclear terminology;5;130;12;;;
1017;Weak access to customer needs and / or (internal) business information;weak documentation or badly organized/accessible documentation;Documentation overhead;2;37;17;;;
1021;Communication flaws between the project and the customer;"incomplete data; work disorder; poor communication from the manager";Insufficient information;1;49;0;;;
1021;Incomplete or hidden requirements;botched analysis;Insufficient stakeholder analysis;2;54;4;;;
1021;Inconsistent requirements;botched analysis;Lack of requirements management;5;65;5;;;
1021;Terminological problems;no expertise with customer business ;Missing domain knowledge;3;84;12;;;
1021;Unclear / unmeasurable non-functional requirements;botched analysis;Insufficient analysis at the beginning of the project;4;47;14;;;
1031;Communication flaws between the project and the customer;Lack of customer participation;Missing customer involvement;1;81;0;;;
1031;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;It is needed to innovate, but this is not easy in health.;Complexity of project;4;25;2;;;
1031;Gold plating (implementation of features without corresponding requirements);features are implemented to amortize on various projects or to create a customer need.;Gold plating;3;38;3;;;
1031;Time boxing / Not enough time in general;Underestimation of time-consuming tasks;Poor project management;2;106;13;;;
1031;Unclear / unmeasurable non-functional requirements;little time is spent on revealing requirements.;Poor project management;5;106;14;;;
1033;Communication flaws between the project and the customer;Agile is about collectiveness, the team must use the proper techniques to establish this communication and the client must have representatives with time for it;Lack of communication channels;2;58;0;;;
1033;Communication flaws within the project team;The team must have covenants or combinations in the use of a methodology that fosters communication and proactiveness;Communication flaws between team and customer;3;22;1;;;
1033;Gold plating (implementation of features without corresponding requirements);It's a great immediate and legacy waste, the overload with what should not be being done, the focus is on value and real needs;Poor project management;5;106;3;;;
1033;Insufficient support by customer;The client can not outsource HIS/HER project with IT, he/she should actively participate from start to finish;Missing engagement by customer;1;85;6;;;
1033;Moving targets (changing goals, business processes and / or requirements);Adaptation is essential, the chosen methodology must be iterative, incremental and articulated;Volatile requirements;4;134;9;;;
1039;Communication flaws between the project and the customer;Lack of availability of the customer;Insufficient collaboration in process;1;48;0;;;
1039;Communication flaws within the project team;misunderstanding due to the problem domain;Conflicting stakeholder viewpoints;2;31;1;;;
1039;Incomplete or hidden requirements;Not understood by the team or not informed by the customer;Insufficient information;3;49;4;;;
1039;Unclear / unmeasurable non-functional requirements;Often placed after the requirements definition;Volatile requirements;4;134;14;;;
1039;Weak knowledge about customer's application domain;It occurs when the project is from a new domain for the team;Missing domain knowledge;5;84;18;;;
1051;Incomplete or hidden requirements;Insufficient customer involvement;Missing engagement by customer;3;85;4;;;
1051;Inconsistent requirements;Insufficient coordination;Lack of requirements management;2;65;5;;;
1051;Insufficient support by customer;Insufficient customer motivation;Demotivation;5;35;6;;;
1051;Underspecified requirements that are too abstract and allow for various interpretations;Insufficient training;Lack of experience of RE team members;1;61;15;;;
1051;Weak knowledge about customer's application domain;Insufficient experience;Lack of experience of RE team members;4;61;18;;;
1055;Communication flaws within the project team;some developers missing meetings;Missing involvement of developers;4;86;1;;;
1055;Stakeholders with difficulties in separating requirements from previously known solution designs;users not used to highly automated solutions;Missing solution approach;2;97;10;;;
1055;Terminological problems;unusual application domain;Unclear terminology;1;130;12;;;
1055;Unclear / unmeasurable non-functional requirements;some NFR are very difficult to measure ;Inability to specify measurable non-functional requirements;3;43;14;;;
1055;Weak access to customer needs and / or (internal) business information;busy customers and users;Lack of time;5;67;17;;;
1062;Communication flaws within the project team;different nationality;Language barriers;5;70;1;;;
1062;Gold plating (implementation of features without corresponding requirements);spend less time in eliciting the requirements;Insufficient planning of RE;3;50;3;;;
1062;Incomplete or hidden requirements;customers don't know what is his need;Customer does not know what he wants;1;34;4;;;
1062;Insufficient support by customer;customers do not participate;Missing customer involvement;2;81;6;;;
1062;Terminological problems;No Arabic translation of the word;Missing tool support;4;99;12;;;
1064;Communication flaws within the project team;Lack of requirement engineering competence:Lack of project management competence;Lack of requirements management;3;65;1;;;
1064;Incomplete or hidden requirements;Lack of requirement engineering competence:Lack of project management competence;Weak qualification of RE team members;4;136;4;;;
1064;Inconsistent requirements;Lack of requirement engineering competence:Lack of project management competence;Lack of requirements management;5;65;5;;;
1064;Inconsistent requirements;Lack of requirement engineering competence:Lack of project management competence;Missing RE awareness at customer side;5;94;5;;;
1064;Unclear / unmeasurable non-functional requirements;Lack of requirement engineering competence:Lack of project management competence;Lack of experience of RE team members;2;61;14;;;
1064;Underspecified requirements that are too abstract and allow for various interpretations;Lack of requirement engineering competence:Lack of project management competence;Lack of experience of RE team members;1;61;15;;;
1065;Missing traceability;Lack of RE Tool;Missing tool support;2;99;8;;;
1065;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholders missed to make requirements;Missing customer involvement;3;81;10;;;
1065;Terminological problems;Project members have variety of backgrounds experiences and knowledge;Weak qualification of stakeholders;1;137;12;;;
1065;Time boxing / Not enough time in general;Weak planing of stakeholders;Weak management at customer side;4;135;13;;;
1065;Weak access to customer needs and / or (internal) business information;Lack of Application Lifecycle Management;Poor project management;5;106;17;;;
1066;Communication flaws between the project and the customer;concurrent engineering of implementation in parallel with requirements development;Concurrent development activities;1;27;0;;;
1066;Communication flaws within the project team;concurrent engineering of implementation in parallel with requirements development;Lack of requirements management;2;65;1;;;
1066;Incomplete or hidden requirements;Customer requirements were either totally vague or extremely detailed...;Requirements remain too abstract;4;111;4;;;
1066;Inconsistent requirements;Customer requirements were either totally vague or extremely detailed...;Unclear roles and responsibilities at customer side;5;128;5;;;
1066;Stakeholders with difficulties in separating requirements from previously known solution designs;stakeholders want requirements reverse engineered from other projects that may not be fit for purpose;Solution orientation;3;114;10;;;
1069;Incomplete or hidden requirements;including few stakholders;Missing customer involvement;4;81;4;;;
1069;Moving targets (changing goals, business processes and / or requirements);individual initiatives;Missing of a global view of the system;5;91;9;;;
1069;Stakeholders with difficulties in separating requirements from previously known solution designs;Don't like changing;Missing willingless to change;1;100;10;;;
1069;Terminological problems;cultural background ;Missing domain knowledge;3;84;12;;;
1069;Weak knowledge about customer's application domain;communication ;Lack of communication channels;2;58;18;;;
1070;Inconsistent requirements;Feature pressure of top management;Strict time schedule by customer;3;118;5;;;
1070;Moving targets (changing goals, business processes and / or requirements);business priorities are changing fast, Stakeholders with divergent goals;Conflict of interests at customer side;1;28;9;;;
1070;Unclear / unmeasurable non-functional requirements;Not enough upfront thinking about critical requirements ;Insufficient analysis at the beginning of the project;4;47;14;;;
1070;Underspecified requirements that are too abstract and allow for various interpretations;Feature pressure of top management;Conflict of interests at management level;2;29;15;;;
1076;Communication flaws between the project and the customer;Both parties making decisions;Lack of requirements management;2;65;0;;;
1076;Communication flaws within the project team;The detail of requirements;Requirements remain too abstract;1;111;1;;;
1076;Incomplete or hidden requirements;macro information;Requirements remain too abstract;4;111;4;;;
1076;Terminological problems;Lack of knowledge of project control methods;Missing domain knowledge;3;84;12;;;
1079;Inconsistent requirements;Failure to documentation;Missing documentation;3;83;5;;;
1079;Stakeholders with difficulties in separating requirements from previously known solution designs;Relationship between customer managers and end users of the customer;Conflict of interests at customer side;2;28;10;;;
1079;Time boxing / Not enough time in general;several projects;Insufficient resources;4;53;13;;;
1079;Underspecified requirements that are too abstract and allow for various interpretations;Some of the elicitation ends up being carried out with the end users of the client, not their managers, which in turn to not have the day to day practive but are the ones who decide;Unclear roles and responsibilities at customer side;1;128;15;;;
1079;Weak access to customer needs and / or (internal) business information;Interviews with end users and not the key users;Incomplete requirements;5;45;17;;;
1080;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Culture is formed by people who perform the same process for years and the change faces the disinterest in providing reliable instructions.;Process doesn't allow for innovation;3;109;2;;;
1080;Insufficient support by customer;The projects are thought as urgent, but treated as secondary. What is demanded is not always used.;Missing prioritization by customer;1;92;6;;;
1080;Missing traceability;There is no change management;Lack of requirements management;2;65;8;;;
1080;Technically unfeasible requirements;The requests are thought in order to solve a problem at a time, without regard to strategically greater coverage of the solution. Then the cost is not worth the development.;Missing concentration on business needs;4;80;11;;;
1080;Underspecified requirements that are too abstract and allow for various interpretations;The concepts are weak and not documented, the same indicator may have several meanings. Customers are unclear about the full organizational chart.;Unclear terminology;5;130;15;;;
1082;Communication flaws between the project and the customer;It is not always possible to have a close and continuous contact with customer needs;Not following the communication plan;2;103;0;;;
1082;Stakeholders with difficulties in separating requirements from previously known solution designs;Look for previous solutions that did not meet the needs to point to resources  to the new(solutions);Solution orientation;3;114;10;;;
1082;Time boxing / Not enough time in general;Formal processes take a long time;Lack of a well-defined RE process;4;56;13;;;
1082;Weak access to customer needs and / or (internal) business information;It is not always possible to have a close and continuous contact with the client's needs;Missing direct communication to customer;1;82;17;;;
1091;Communication flaws between the project and the customer;documentation and internal processes problem ;Documentation overhead;5;37;0;;;
1091;Communication flaws between the project and the customer;documentation and internal processes problem ;Lack of experience of RE team members;5;61;0;;;
1091;Incomplete or hidden requirements;Problems in requirements gathering;Incomplete requirements;1;45;4;;;
1091;Inconsistent requirements;Problems in requirements gathering;Poor requirements elicitation techniques;2;107;5;;;
1091;Insufficient support by customer;Problems in the relationship between the project leader and Customer, the leader has to learn to reverse this problem.;Communication flaws between team and customer;3;22;6;;;
1091;Weak relationship between customer and project lead;Relationship problem, the project leader has to have sufficient skills to reverse this kind of situation;Lack of teamwork skills;4;66;19;;;
1097;Incomplete or hidden requirements;Lack of knowledge or experience in requirements engineering;Missing technical knowledge;1;98;4;;;
1097;Inconsistent requirements;incomplete analysis;Missing analysis;3;75;5;;;
1097;Missing traceability;Lack of requirements documentation;Missing documentation;4;83;8;;;
1097;Stakeholders with difficulties in separating requirements from previously known solution designs;Attachment to the legacy system;Thinking in legacy systems;2;121;10;;;
1097;Unclear / unmeasurable non-functional requirements;Non-functional requirements are requested at high level;Inability to specify measurable non-functional requirements;5;43;14;;;
1100;Communication flaws between the project and the customer;Difficult to engage the customer in the project;Missing customer involvement;2;81;0;;;
1100;Incomplete or hidden requirements;Lack of understanding of analysts / engineers on this topic;Missing domain knowledge;3;84;4;;;
1100;Insufficient support by customer;The customer does not see himself as part of the project;Missing engagement by customer;1;85;6;;;
1100;Missing traceability;Makes the documentation more complex ;Lack of experience of RE team members;5;61;8;;;
1100;Weak knowledge about customer's application domain;Time / cost required to understand the domain;Lack of time;4;67;18;;;
1101;Communication flaws between the project and the customer;Profile of the involved parties ;Weak qualification of stakeholders;4;137;0;;;
1101;Communication flaws within the project team;little interaction within the team;Miscommunication between RE team;5;73;1;;;
1101;Incomplete or hidden requirements;subjectivity in the documents;Requirements remain too abstract;3;111;4;;;
1101;Underspecified requirements that are too abstract and allow for various interpretations;not validated requirements;Customer does not formally approve the requirements;1;33;15;;;
1101;Weak access to customer needs and / or (internal) business information;little customer commitment / engagement;Missing RE awareness at customer side;2;94;17;;;
1105;Incomplete or hidden requirements;Lack of details;Incomplete requirements;1;45;4;;;
1105;Missing traceability;Projects are not interconnected;Poor project management;3;106;8;;;
1105;Moving targets (changing goals, business processes and / or requirements);Constantly changing;Volatile requirements;4;134;9;;;
1105;Stakeholders with difficulties in separating requirements from previously known solution designs;Users want everything;Missing concentration on business needs;2;80;10;;;
1105;Weak access to customer needs and / or (internal) business information;Customer keeps knowledge;Insufficient information;5;49;17;;;
1111;Communication flaws between the project and the customer;unclear rules definition;Lack of experience of RE team members;5;61;0;;;
1111;Incomplete or hidden requirements;Lack of a defined methodology;Missing methodology;1;90;4;;;
1111;Insufficient support by project lead;Politique;Missing engagement by customer;4;85;7;;;
1111;Time boxing / Not enough time in general;Deadlines are normally imposed;Poor project management;2;106;13;;;
1111;Underspecified requirements that are too abstract and allow for various interpretations;fast or insufficient survey;Insufficient stakeholder analysis;3;54;15;;;
1114;Communication flaws between the project and the customer;Customer not interested in participating in the project.;Missing engagement by customer;3;85;0;;;
1114;Insufficient support by customer;Customer not interested in participating in the project.;Missing engagement by customer;4;85;6;;;
1114;Terminological problems;Lack of concern of stakeholders.;Insufficient collaboration in process;5;48;12;;;
1114;Time boxing / Not enough time in general;Many requests / little resources.;Poor project management;2;106;13;;;
1114;Weak access to customer needs and / or (internal) business information;The client is not interested in participating in the project.;Missing customer involvement;1;81;17;;;
1118;Communication flaws between the project and the customer;Agenda, hard to find time for meetings;Insufficient collaboration in process;1;48;0;;;
1118;Communication flaws within the project team;Once more, language is often the problem;Language barriers;5;70;1;;;
1118;Inconsistent requirements;The same, communication problems. People do not express themselves well.;Communication flaws between team and customer;4;22;5;;;
1118;Terminological problems;Different levels of knowledge in the field;Missing domain knowledge;2;84;12;;;
1118;Underspecified requirements that are too abstract and allow for various interpretations;Communication problems, poor domain of language;Communication flaws between team and customer;3;22;15;;;
1122;Inconsistent requirements;One unrequested need logically conflicts with other needs;Conflict of interests at customer side;4;28;5;;;
1122;Time boxing / Not enough time in general;Project starts with delivery dates already established, without the basic knowledge about what is needed for it, causing us try to do what can be executed within the time available, and not everyting that is necessary to be done.;Poor project management;1;106;13;;;
1122;Unclear / unmeasurable non-functional requirements;Expectation without details or request, but implicit in the customer view;High quality expectation of customer;5;41;14;;;
1122;Underspecified requirements that are too abstract and allow for various interpretations;The customer has no functional sense of the desired requirements, and has only concepts of the needs, taking into account the insufficient time, it becomes a big problem;Unclear roles and responsonsibilities at customer side;2;129;15;;;
1122;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;The area of _‹__‹_operation is very dynamic, so that there is constant change of applicants;Volatile industry segment that leads to changes;3;133;16;;;
1124;Communication flaws within the project team;Company culture and people from different ethnicities.;Language barriers;1;70;1;;;
1124;Incomplete or hidden requirements;Lack of know-how on how to perform the requirements description and resistance to change.;Lack of a well-defined RE process;2;56;4;;;
1124;Inconsistent requirements;Due to lack of project internal communication.;Lack of communication channels;5;58;5;;;
1124;Stakeholders with difficulties in separating requirements from previously known solution designs;Current culture deeply rooted and arrogante.;Process doesn't allow for innovation;3;109;10;;;
1124;Unclear / unmeasurable non-functional requirements;Fear of the unknown, leaving the broad requirements that allow requesting any changes that are deemed necessary as the project progresses.;Incomplete requirements;4;45;14;;;
1126;Communication flaws between the project and the customer;Lack of definition of a formal and regular communication model between those involved in the project;Poor requirements elicitation techniques;3;107;0;;;
1126;Communication flaws within the project team;Lack of definition of a formal model and regular communication between those involved in the project;Not following the communication plan;4;103;1;;;
1126;Incomplete or hidden requirements;"Lack of experience in performing requirements discovery processes; unprepared key users;";Lack of experience of RE team members;1;61;4;;;
1126;Inconsistent requirements;"Lack of experience in driving requirements discovery process; unprepared key users;";Lack of experience of RE team members;5;61;5;;;
1126;Insufficient support by customer;Key User does not master the subject or is not prepared to participate in the Requirements Engineering process;Lack of teamwork skills;2;66;6;;;
1139;Communication flaws within the project team;Developers are under pressure;High workload;5;42;1;;;
1139;Insufficient support by project lead;Who is in charge, he/she is busy with another project;Insufficient resources;4;53;7;;;
1139;Time boxing / Not enough time in general;Project start delayed;Poor project management;1;106;13;;;
1139;Unclear / unmeasurable non-functional requirements;Little time to develop requirements;Lack of time;3;67;14;;;
1139;Underspecified requirements that are too abstract and allow for various interpretations;There are little time to elicit requirements;Lack of requirements management;2;65;15;;;
1141;Communication flaws within the project team;weak project organisation;Poor project management;1;106;1;;;
1141;Incomplete or hidden requirements;missing experience on existing solutions on both sides customer and also concrator ;Missing technical knowledge;5;98;4;;;
1141;Insufficient support by project lead;lack of domain experience ;Missing domain knowledge;4;84;7;;;
1141;Stakeholders with difficulties in separating requirements from previously known solution designs;missing domain know how;Missing domain knowledge;2;84;10;;;
1141;Time boxing / Not enough time in general;unrealistic project plan;Poor project management;3;106;13;;;
1159;Communication flaws between the project and the customer;CLIENT'S COMMUNICATION FAILURES;Communication flaws between team and customer;1;22;0;Yes;Communication Issues;No
1159;Incomplete or hidden requirements;HIDDEN REQUIREMENTS;Lack of a well-defined RE process;2;56;4;;;
1159;Inconsistent requirements;The client does not provide adequate support;Missing customer involvement;3;81;5;;;
1161;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;They want to automate everything;Missing IT project experience at customer side;3;87;2;;;
1161;Moving targets (changing goals, business processes and / or requirements);CHANGING PRIORITIES FOR LEGAL CONSTRAINTS.;Lack of change management at customer side;5;57;9;;;
1161;Stakeholders with difficulties in separating requirements from previously known solution designs;There is the believed that processes are easy or similar, which in reality are technically very different;Missing IT project experience at customer side;4;87;10;;;
1161;Terminological problems;EXPERT USER IS NOT WELL TRAINED;Missing IT project experience at customer side;2;87;12;;;
1161;Weak relationship between customer and project lead;LACK OF CONFIDENCE;Lack of trust;1;69;19;;;
1163;Gold plating (implementation of features without corresponding requirements);Programming before stating the problem;Missing RE awareness at team side;2;95;3;;;
1163;Missing traceability;Programming before stating the problem;Lack of experience of RE team members;5;61;8;;;
1163;Moving targets (changing goals, business processes and / or requirements);Not following agile rules;Insufficient agility;1;46;9;;;
1163;Time boxing / Not enough time in general;The project is too large;Complexity of project;3;25;13;;;
1163;Underspecified requirements that are too abstract and allow for various interpretations;Programming before stating the problem correctly;Lack of a well-defined RE process;4;56;15;;;
1166;Incomplete or hidden requirements;SAVINGS;High cost;1;40;4;;;
1167;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;The product owner does not provide enough support to clarify requirements;Insufficient collaboration in process;3;48;2;;;
1167;Inconsistent requirements;Ambiguous requirements;Requirements remain too abstract;1;111;5;;;
1167;Time boxing / Not enough time in general;Bad estimation;Method Poor project management;4;72;13;;;
1167;Unclear / unmeasurable non-functional requirements;Requirements without control of changes are accepted;Lack of change management at customer side;2;57;14;;;
1168;Communication flaws between the project and the customer;Disinterest by some parties;Demotivation;5;35;0;;;
1168;Communication flaws between the project and the customer;Disinterest by some parties;Demotivation;5;35;0;;;
1168;Incomplete or hidden requirements;Customer does not express their needs in detail;Poor requirements elicitation techniques;2;107;4;;;
1168;Inconsistent requirements;The communication between stakeholders is applied in an improperly manner;Communication flaws between team and customer;1;22;5;Yes;Communication Issues;No
1168;Technically unfeasible requirements;Client can request a technique or technology only because he believes or he / she heard that it was good, and it does not always apply properly to the project;Missing IT project experience at customer side;3;87;11;;;
1168;Unclear / unmeasurable non-functional requirements;Hay ambig_edad cuando se describen los requisitos;Incomplete requirements;4;45;14;;;
1171;Communication flaws between the project and the customer;Lack of customer involvement in the project;Missing customer involvement;5;81;0;;;
1171;Gold plating (implementation of features without corresponding requirements);Project manager with lack of training;Lack of experience of RE team members;3;61;3;;;
1171;Insufficient support by project lead;Lack of regular meetings;Lack of a well-defined RE process;4;56;7;;;
1171;Underspecified requirements that are too abstract and allow for various interpretations;Lack of planning;Lack of requirements management;1;65;15;;;
1171;Weak knowledge about customer's application domain;Lack of knowledge about the business logic;Stakeholders lack business vision and understanding;2;117;18;;;
1187;Communication flaws between the project and the customer;There are too many heterogeneous customers;Unclear roles and responsonsibilities at customer side;2;129;0;;;
1187;Missing traceability;Lack of documentation refinement;Lack of experience of RE team members;5;61;8;;;
1187;Moving targets (changing goals, business processes and / or requirements);Unclear priorities;Unclear business needs;1;126;9;;;
1187;Unclear / unmeasurable non-functional requirements;Customers do not know what they want;Customer does not know what he wants;4;34;14;;;
1187;Weak access to customer needs and / or (internal) business information;There are too many heterogeneous clients;Many customers;3;71;17;;;
1189;Communication flaws between the project and the customer;"Lack of a ""common dictionary""";Unclear terminology;2;130;0;;;
1189;Incomplete or hidden requirements;Environment with variable conditions;Volatile requirements;1;134;4;;;
1194;Inconsistent requirements;It is very difficult to determine the impact of a change or improvement made on one or more elements of complex systems a priori.;Lack of requirements management;2;65;5;;;
1194;Moving targets (changing goals, business processes and / or requirements);A set of changes often affects (or overlaps) with changes that are still ongoing and impact analysis and planning are very complex.;Volatile requirements;3;134;9;;;
1194;Technically unfeasible requirements;Business experts with lack of technical skills. Resolution times also mean sometimes unworkable.;Missing technical knowledge;1;98;11;;;
1204;Insufficient support by customer;Staff access limited;Insufficient collaboration in process;5;48;6;;;
1204;Insufficient support by customer;Client not staffed to handle the technical project;Insufficient team size;2;55;6;;;
1204;Moving targets (changing goals, business processes and / or requirements);Client not prepared to work in technical domain;Missing knowledge about development framework;1;88;9;;;
1204;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Many staff changes in client;Stakeholder fluctuation;3;116;16;;;
1204;Weak access to customer needs and / or (internal) business information;Staff access limited;Missing direct communication to customer;4;82;17;;;
1207;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;very fast moving organisation and domain in general;Volatile industry segment that leads to changes;4;133;2;;;
1207;Gold plating (implementation of features without corresponding requirements);features implemented are not aligning with actual expectations;Gold plating;3;38;3;;;
1207;Missing traceability;lack of systematic approach and processes;Poor project management;5;106;8;;;
1207;Stakeholders with difficulties in separating requirements from previously known solution designs;people asking for specific solutions and not able to describe problems they are having;Customer does not know what he wants;1;34;10;;;
1207;Terminological problems;meaning of the things gets vague;Missing domain knowledge;2;84;12;;;
1221;Communication flaws within the project team;the client does not detail the whole process. sometimes it is necessary to observe;Unclear business needs;3;126;1;;;
1221;Incomplete or hidden requirements;the client does not detail out the whole process. sometimes it is necessary to observe;Missing customer involvement;5;81;4;;;
1221;Inconsistent requirements;there is no global vision of the project;Missing of a global view of the system;1;91;5;;;
1221;Time boxing / Not enough time in general;Unplanned requirements elicitation meetings;Poor project management;2;106;13;;;
1221;Unclear / unmeasurable non-functional requirements;Error in the documentation;Poor documentation;4;105;14;;;
1223;Incomplete or hidden requirements;Little customer engagement;Missing customer involvement;1;81;4;;;
1224;Communication flaws within the project team;Little time spent for elicitation;Lack of time;1;67;1;;;
1224;Technically unfeasible requirements;Key users are not involved;Missing customer involvement;3;81;11;;;
1224;Unclear / unmeasurable non-functional requirements;Requirements ere not validated;Customer does not formally approve the requirements;4;33;14;;;
1224;Weak access to customer needs and / or (internal) business information;Lack of cooperation from the client;Missing RE awareness at customer side;2;94;17;;;
1225;Incomplete or hidden requirements;No review by the customer;Missing customer involvement;5;81;4;;;
1225;Insufficient support by customer;He/She doesn't seem interested;Missing engagement by customer;1;85;6;;;
1225;Technically unfeasible requirements;That the system does everything;High quality expectation of customer;2;41;11;;;
1225;Unclear / unmeasurable non-functional requirements;There are no project leaders on the behalf of the client;Weak qualification of stakeholders;3;137;14;;;
1225;Weak knowledge about customer's application domain;The system must have everything;Unclear business needs;4;126;18;;;
1229;Communication flaws between the project and the customer;There are no periodic meetings to show the client the real progress, listen to their concerns and show the difficulties that could exist in the advance;Communication flaws between team and customer;3;22;0;Yes;Communication Issues;Yes
1229;Communication flaws within the project team;The team does not generate communication's dynamics;Not following the communication plan;2;103;1;;;
1229;Insufficient support by project lead;The client does not get involved as part of the team;Missing engagement by customer;1;85;7;;;
1229;Weak access to customer needs and / or (internal) business information;The client does not feel that the system is built for his needs and sees himself as not part of the project;Demotivation;5;35;17;;;
1229;Weak relationship between customer and project lead;Lack of leadership on the team, ignorance of the real progress of the team and therefore lack of security in front of the client;Lack of leadership;4;63;19;;;
1238;Communication flaws within the project team;Different autonomous teams that do not share learnings;Not following the communication plan;2;103;1;;;
1238;Moving targets (changing goals, business processes and / or requirements);"volatile market; problems in achieving certain goals that make it necessary to reprioritise";Lack of change management at customer side;5;57;9;;;
1238;Time boxing / Not enough time in general;Lack of resources and deadlines very bounded;Poor project management;3;106;13;;;
1238;Weak access to customer needs and / or (internal) business information;Multiple clients from different areas and different needs. It is difficult to understand the real problems that customers want to solve, due to they are always unhappy with the problems abstracted.;Many customers;1;71;17;;;
